cell_identity,state,source_member,family,exposure_role,system,seed,typed_failure,n_candidates,verdict_slots,n_successes,successful_ordinals,chosen_ordinal,chosen_predicted_cost,chosen_in_success_band,top1_hit,top3_hit,chance_top1,chance_top3,auc,spearman_ordinal,spearman_drag_x,spearman_drag_y,bound_issue87_only,first_shot_success_issue87_only,arm,drag_x,drag_y,radius,angle_deg
decision--continuous-fixed-h1--seed20260909--issue-77-n1-010--offset,issue-77-n1-010-a06,issue-77-n1-010,type010105,training,continuous-fixed-h1,20260909,False,11,11,0,,5,111.66518521308899,True,,,,,,0.13636363636363638,0.13636363636363638,0.13636363636363638,True,,offset,-58,55,79.93122043357026,43.47923033885623
decision--continuous-fixed-h1--seed20260910--issue-77-n1-010--offset,issue-77-n1-010-a06,issue-77-n1-010,type010105,training,continuous-fixed-h1,20260910,False,11,11,0,,6,98.68690931797028,True,,,,,,-0.33636363636363636,-0.33636363636363636,-0.33636363636363636,True,,offset,-51,62,80.2807573457052,50.55994726330954
decision--continuous-fixed-h5--seed20260908--issue-77-n1-010--offset,issue-77-n1-010-a06,issue-77-n1-010,type010105,training,continuous-fixed-h5,20260908,False,11,11,0,,8,81.55564892292023,False,,,,,,-0.9363636363636365,-0.9363636363636365,-0.9363636363636365,True,,offset,-34,72,79.62411694957753,64.72227776444704
decision--continuous-fixed-h5--seed20260909--issue-77-n1-010--offset,issue-77-n1-010-a06,issue-77-n1-010,type010105,training,continuous-fixed-h5,20260909,False,11,11,0,,6,129.85237443447113,True,,,,,,-0.36363636363636365,-0.36363636363636365,-0.36363636363636365,True,,offset,-51,62,80.2807573457052,50.55994726330954
decision--continuous-fixed-h5--seed20260910--issue-77-n1-010--offset,issue-77-n1-010-a06,issue-77-n1-010,type010105,training,continuous-fixed-h5,20260910,False,11,11,0,,6,61.94174546003342,True,,,,,,-0.4909090909090909,-0.4909090909090909,-0.4909090909090909,True,,offset,-51,62,80.2807573457052,50.55994726330954
decision--hybrid-fixed-h1--seed20260908--issue-77-n1-010--offset,issue-77-n1-010-a06,issue-77-n1-010,type010105,training,hybrid-fixed-h1,20260908,False,11,11,0,,10,50.89286786317825,False,,,,,,-1.0,-1.0,-1.0,True,,offset,-16,78,79.62411694957753,78.40782458970894
decision--hybrid-fixed-h1--seed20260909--issue-77-n1-010--offset,issue-77-n1-010-a06,issue-77-n1-010,type010105,training,hybrid-fixed-h1,20260909,False,11,11,0,,10,76.85296899080276,False,,,,,,-1.0,-1.0,-1.0,True,,offset,-16,78,79.62411694957753,78.40782458970894
decision--hybrid-fixed-h1--seed20260910--issue-77-n1-010--offset,issue-77-n1-010-a06,issue-77-n1-010,type010105,training,hybrid-fixed-h1,20260910,False,11,11,0,,6,86.13836824893951,True,,,,,,-0.14545454545454548,-0.14545454545454548,-0.14545454545454548,True,,offset,-51,62,80.2807573457052,50.55994726330954
decision--continuous-fixed-h1--seed20260908--issue-77-n1-011--grid,issue-77-n1-011-a02,issue-77-n1-011,type010105,training,continuous-fixed-h1,20260908,False,16,16,1,15,15,56.981398820877075,True,True,True,0.0625,0.1875,1.0,-0.75,0.5699587188353825,-0.8124943438717155,True,True,grid,-160,80,178.88543819998318,26.56505117707799
decision--continuous-fixed-h1--seed20260909--issue-77-n1-011--grid,issue-77-n1-011-a02,issue-77-n1-011,type010105,training,continuous-fixed-h1,20260909,False,16,16,1,15,15,81.6690663099289,True,True,True,0.0625,0.1875,1.0,-0.9558823529411766,0.8610014688789821,-0.49719803132448265,True,True,grid,-160,80,178.88543819998318,26.56505117707799
decision--continuous-fixed-h1--seed20260910--issue-77-n1-011--grid,issue-77-n1-011-a02,issue-77-n1-011,type010105,training,continuous-fixed-h1,20260910,False,16,16,1,15,15,86.95730793476105,True,True,True,0.0625,0.1875,1.0,-0.9264705882352942,0.8124943438717155,-0.5699587188353825,True,True,grid,-160,80,178.88543819998318,26.56505117707799
decision--continuous-fixed-h5--seed20260908--issue-77-n1-011--grid,issue-77-n1-011-a02,issue-77-n1-011,type010105,training,continuous-fixed-h5,20260908,False,16,16,1,15,15,25.402760416269302,True,True,True,0.0625,0.1875,1.0,-0.75,0.5699587188353825,-0.8124943438717155,True,True,grid,-160,80,178.88543819998318,26.56505117707799
decision--continuous-fixed-h5--seed20260909--issue-77-n1-011--grid,issue-77-n1-011-a02,issue-77-n1-011,type010105,training,continuous-fixed-h5,20260909,False,16,16,1,15,15,51.457849740982056,True,True,True,0.0625,0.1875,1.0,-0.9264705882352942,0.8124943438717155,-0.5699587188353825,True,True,grid,-160,80,178.88543819998318,26.56505117707799
decision--continuous-fixed-h5--seed20260910--issue-77-n1-011--grid,issue-77-n1-011-a02,issue-77-n1-011,type010105,training,continuous-fixed-h5,20260910,False,16,16,1,15,15,62.43943190574646,True,True,True,0.0625,0.1875,1.0,-0.9264705882352942,0.8124943438717155,-0.5699587188353825,True,True,grid,-160,80,178.88543819998318,26.56505117707799
decision--hybrid-fixed-h1--seed20260908--issue-77-n1-011--grid,issue-77-n1-011-a02,issue-77-n1-011,type010105,training,hybrid-fixed-h1,20260908,False,16,16,1,15,3,52.4607492685318,False,False,False,0.0625,0.1875,0.8,0.0,-0.24253562503633297,-0.9701425001453319,True,False,grid,-40,80,89.44271909999159,63.43494882292201
decision--hybrid-fixed-h1--seed20260909--issue-77-n1-011--grid,issue-77-n1-011-a02,issue-77-n1-011,type010105,training,hybrid-fixed-h1,20260909,False,16,16,1,15,15,63.2700457572937,True,True,True,0.0625,0.1875,1.0,-0.4705882352941176,0.24253562503633297,-0.9701425001453319,True,True,grid,-160,80,178.88543819998318,26.56505117707799
decision--hybrid-fixed-h1--seed20260910--issue-77-n1-011--grid,issue-77-n1-011-a02,issue-77-n1-011,type010105,training,hybrid-fixed-h1,20260910,False,16,16,1,15,15,57.79319453239441,True,True,True,0.0625,0.1875,1.0,-0.75,0.5699587188353825,-0.8124943438717155,True,True,grid,-160,80,178.88543819998318,26.56505117707799
decision--continuous-fixed-h1--seed20260908--issue-77-n1-011--offset,issue-77-n1-011-a02,issue-77-n1-011,type010105,training,continuous-fixed-h1,20260908,False,11,11,0,,8,60.01583433151245,False,,,,,,-0.9,-0.9,-0.9,True,,offset,-34,72,79.62411694957753,64.72227776444704
decision--continuous-fixed-h1--seed20260909--issue-77-n1-011--offset,issue-77-n1-011-a02,issue-77-n1-011,type010105,training,continuous-fixed-h1,20260909,False,11,11,0,,5,86.03701090812683,True,,,,,,0.11818181818181818,0.11818181818181818,0.11818181818181818,True,,offset,-58,55,79.93122043357026,43.47923033885623
decision--continuous-fixed-h1--seed20260910--issue-77-n1-011--offset,issue-77-n1-011-a02,issue-77-n1-011,type010105,training,continuous-fixed-h1,20260910,False,11,11,0,,6,90.24836921691895,True,,,,,,-0.36363636363636365,-0.36363636363636365,-0.36363636363636365,True,,offset,-51,62,80.2807573457052,50.55994726330954
decision--continuous-fixed-h5--seed20260908--issue-77-n1-011--offset,issue-77-n1-011-a02,issue-77-n1-011,type010105,training,continuous-fixed-h5,20260908,False,11,11,0,,8,36.33842408657074,False,,,,,,-0.9363636363636365,-0.9363636363636365,-0.9363636363636365,True,,offset,-34,72,79.62411694957753,64.72227776444704
decision--continuous-fixed-h5--seed20260909--issue-77-n1-011--offset,issue-77-n1-011-a02,issue-77-n1-011,type010105,training,continuous-fixed-h5,20260909,False,11,11,0,,6,66.063392162323,True,,,,,,-0.5454545454545455,-0.5454545454545455,-0.5454545454545455,True,,offset,-51,62,80.2807573457052,50.55994726330954
decision--continuous-fixed-h5--seed20260910--issue-77-n1-011--offset,issue-77-n1-011-a02,issue-77-n1-011,type010105,training,continuous-fixed-h5,20260910,False,11,11,0,,6,76.37809562683105,True,,,,,,-0.5454545454545455,-0.5454545454545455,-0.5454545454545455,True,,offset,-51,62,80.2807573457052,50.55994726330954
decision--hybrid-fixed-h1--seed20260908--issue-77-n1-011--offset,issue-77-n1-011-a02,issue-77-n1-011,type010105,training,hybrid-fixed-h1,20260908,False,11,11,0,,10,52.41322636604309,False,,,,,,-1.0,-1.0,-1.0,True,,offset,-16,78,79.62411694957753,78.40782458970894
decision--hybrid-fixed-h1--seed20260909--issue-77-n1-011--offset,issue-77-n1-011-a02,issue-77-n1-011,type010105,training,hybrid-fixed-h1,20260909,False,11,11,0,,10,64.8702581524849,False,,,,,,-1.0,-1.0,-1.0,True,,offset,-16,78,79.62411694957753,78.40782458970894
decision--hybrid-fixed-h1--seed20260910--issue-77-n1-011--offset,issue-77-n1-011-a02,issue-77-n1-011,type010105,training,hybrid-fixed-h1,20260910,False,11,11,0,,9,61.29868745803833,False,,,,,,-0.9454545454545454,-0.9454545454545454,-0.9454545454545454,True,,offset,-25,76,80.00624975587844,71.79151552941917
decision--continuous-fixed-h1--seed20260908--issue-77-n1-012--grid,issue-77-n1-012-a08,issue-77-n1-012,type010105,training,continuous-fixed-h1,20260908,False,16,16,1,10,15,68.91091597080231,True,False,False,0.0625,0.1875,0.7333333333333333,-0.75,0.5699587188353825,-0.8124943438717155,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--continuous-fixed-h1--seed20260909--issue-77-n1-012--grid,issue-77-n1-012-a08,issue-77-n1-012,type010105,training,continuous-fixed-h1,20260909,False,16,16,1,10,15,96.33355587720871,True,False,False,0.0625,0.1875,0.7333333333333333,-0.9558823529411766,0.8610014688789821,-0.49719803132448265,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--continuous-fixed-h1--seed20260910--issue-77-n1-012--grid,issue-77-n1-012-a08,issue-77-n1-012,type010105,training,continuous-fixed-h1,20260910,False,16,16,1,10,15,87.84127753973007,True,False,False,0.0625,0.1875,0.7333333333333333,-0.9264705882352942,0.8124943438717155,-0.5699587188353825,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--continuous-fixed-h5--seed20260908--issue-77-n1-012--grid,issue-77-n1-012-a08,issue-77-n1-012,type010105,training,continuous-fixed-h5,20260908,False,16,16,1,10,15,44.334134221076965,True,False,False,0.0625,0.1875,0.7333333333333333,-0.75,0.5699587188353825,-0.8124943438717155,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--continuous-fixed-h5--seed20260909--issue-77-n1-012--grid,issue-77-n1-012-a08,issue-77-n1-012,type010105,training,continuous-fixed-h5,20260909,False,16,16,1,10,15,82.49430948495865,True,False,False,0.0625,0.1875,0.7333333333333333,-0.9264705882352942,0.8124943438717155,-0.5699587188353825,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--continuous-fixed-h5--seed20260910--issue-77-n1-012--grid,issue-77-n1-012-a08,issue-77-n1-012,type010105,training,continuous-fixed-h5,20260910,False,16,16,1,10,15,84.86471718549728,True,False,False,0.0625,0.1875,0.7333333333333333,-0.9264705882352942,0.8124943438717155,-0.5699587188353825,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--hybrid-fixed-h1--seed20260908--issue-77-n1-012--grid,issue-77-n1-012-a08,issue-77-n1-012,type010105,training,hybrid-fixed-h1,20260908,False,16,16,1,10,3,77.4943156838417,False,False,False,0.0625,0.1875,0.6,0.0,-0.24253562503633297,-0.9701425001453319,True,False,grid,-40,80,89.44271909999159,63.43494882292201
decision--hybrid-fixed-h1--seed20260909--issue-77-n1-012--grid,issue-77-n1-012-a08,issue-77-n1-012,type010105,training,hybrid-fixed-h1,20260909,False,16,16,1,10,15,66.03176480531693,True,False,False,0.0625,0.1875,0.6666666666666666,-0.4705882352941176,0.24253562503633297,-0.9701425001453319,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--hybrid-fixed-h1--seed20260910--issue-77-n1-012--grid,issue-77-n1-012-a08,issue-77-n1-012,type010105,training,hybrid-fixed-h1,20260910,False,16,16,1,10,15,66.12259942293167,True,False,False,0.0625,0.1875,0.7333333333333333,-0.9411764705882352,0.8367479063753487,-0.5335783750799326,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--continuous-fixed-h1--seed20260908--issue-77-n1-012--offset,issue-77-n1-012-a08,issue-77-n1-012,type010105,training,continuous-fixed-h1,20260908,False,11,11,0,,8,71.91006696224213,False,,,,,,-0.9,-0.9,-0.9,True,,offset,-34,72,79.62411694957753,64.72227776444704
decision--continuous-fixed-h1--seed20260909--issue-77-n1-012--offset,issue-77-n1-012-a08,issue-77-n1-012,type010105,training,continuous-fixed-h1,20260909,False,11,11,0,,6,100.52430647611618,True,,,,,,-0.14545454545454548,-0.14545454545454548,-0.14545454545454548,True,,offset,-51,62,80.2807573457052,50.55994726330954
decision--continuous-fixed-h1--seed20260910--issue-77-n1-012--offset,issue-77-n1-012-a08,issue-77-n1-012,type010105,training,continuous-fixed-h1,20260910,False,11,11,0,,6,90.68438798189163,True,,,,,,-0.5454545454545455,-0.5454545454545455,-0.5454545454545455,True,,offset,-51,62,80.2807573457052,50.55994726330954
decision--continuous-fixed-h5--seed20260908--issue-77-n1-012--offset,issue-77-n1-012-a08,issue-77-n1-012,type010105,training,continuous-fixed-h5,20260908,False,11,11,0,,8,55.097129702568054,False,,,,,,-0.9363636363636365,-0.9363636363636365,-0.9363636363636365,True,,offset,-34,72,79.62411694957753,64.72227776444704
decision--continuous-fixed-h5--seed20260909--issue-77-n1-012--offset,issue-77-n1-012-a08,issue-77-n1-012,type010105,training,continuous-fixed-h5,20260909,False,11,11,0,,6,96.67112535238266,True,,,,,,-0.5454545454545455,-0.5454545454545455,-0.5454545454545455,True,,offset,-51,62,80.2807573457052,50.55994726330954
decision--continuous-fixed-h5--seed20260910--issue-77-n1-012--offset,issue-77-n1-012-a08,issue-77-n1-012,type010105,training,continuous-fixed-h5,20260910,False,11,11,0,,6,98.26378065347672,True,,,,,,-0.5454545454545455,-0.5454545454545455,-0.5454545454545455,True,,offset,-51,62,80.2807573457052,50.55994726330954
decision--hybrid-fixed-h1--seed20260908--issue-77-n1-012--offset,issue-77-n1-012-a08,issue-77-n1-012,type010105,training,hybrid-fixed-h1,20260908,False,11,11,0,,10,77.3794258236885,False,,,,,,-1.0,-1.0,-1.0,True,,offset,-16,78,79.62411694957753,78.40782458970894
decision--hybrid-fixed-h1--seed20260909--issue-77-n1-012--offset,issue-77-n1-012-a08,issue-77-n1-012,type010105,training,hybrid-fixed-h1,20260909,False,11,11,0,,10,67.5661273598671,False,,,,,,-1.0,-1.0,-1.0,True,,offset,-16,78,79.62411694957753,78.40782458970894
decision--hybrid-fixed-h1--seed20260910--issue-77-n1-012--offset,issue-77-n1-012-a08,issue-77-n1-012,type010105,training,hybrid-fixed-h1,20260910,False,11,11,0,,6,69.63930588960648,True,,,,,,-0.22727272727272727,-0.22727272727272727,-0.22727272727272727,True,,offset,-51,62,80.2807573457052,50.55994726330954
decision--continuous-fixed-h1--seed20260908--issue-77-n1-013--grid,issue-77-n1-013-a04,issue-77-n1-013,type010105,training,continuous-fixed-h1,20260908,False,16,16,2,5|14,15,75.28449618816376,True,False,True,0.125,0.35,0.5714285714285714,-0.75,0.5699587188353825,-0.8124943438717155,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--continuous-fixed-h1--seed20260909--issue-77-n1-013--grid,issue-77-n1-013-a04,issue-77-n1-013,type010105,training,continuous-fixed-h1,20260909,False,16,16,2,5|14,15,110.63384193181992,True,False,True,0.125,0.35,0.6071428571428571,-0.9558823529411766,0.8610014688789821,-0.49719803132448265,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--continuous-fixed-h1--seed20260910--issue-77-n1-013--grid,issue-77-n1-013-a04,issue-77-n1-013,type010105,training,continuous-fixed-h1,20260910,False,16,16,2,5|14,15,89.2629719376564,True,False,True,0.125,0.35,0.6071428571428571,-0.9264705882352942,0.8124943438717155,-0.5699587188353825,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--continuous-fixed-h5--seed20260908--issue-77-n1-013--grid,issue-77-n1-013-a04,issue-77-n1-013,type010105,training,continuous-fixed-h5,20260908,False,16,16,2,5|14,15,52.012895941734314,True,False,True,0.125,0.35,0.5714285714285714,-0.75,0.5699587188353825,-0.8124943438717155,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--continuous-fixed-h5--seed20260909--issue-77-n1-013--grid,issue-77-n1-013-a04,issue-77-n1-013,type010105,training,continuous-fixed-h5,20260909,False,16,16,2,5|14,15,105.70400184392929,True,False,True,0.125,0.35,0.6071428571428571,-0.9264705882352942,0.8124943438717155,-0.5699587188353825,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--continuous-fixed-h5--seed20260910--issue-77-n1-013--grid,issue-77-n1-013-a04,issue-77-n1-013,type010105,training,continuous-fixed-h5,20260910,False,16,16,2,5|14,15,85.10987573862076,True,False,True,0.125,0.35,0.6071428571428571,-0.9264705882352942,0.8124943438717155,-0.5699587188353825,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--hybrid-fixed-h1--seed20260908--issue-77-n1-013--grid,issue-77-n1-013-a04,issue-77-n1-013,type010105,training,hybrid-fixed-h1,20260908,False,16,16,2,5|14,3,89.11396497488022,False,False,False,0.125,0.35,0.4642857142857143,0.0,-0.24253562503633297,-0.9701425001453319,True,False,grid,-40,80,89.44271909999159,63.43494882292201
decision--hybrid-fixed-h1--seed20260909--issue-77-n1-013--grid,issue-77-n1-013-a04,issue-77-n1-013,type010105,training,hybrid-fixed-h1,20260909,False,16,16,2,5|14,15,76.00949043035507,True,False,False,0.125,0.35,0.5357142857142857,-0.4705882352941176,0.24253562503633297,-0.9701425001453319,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--hybrid-fixed-h1--seed20260910--issue-77-n1-013--grid,issue-77-n1-013-a04,issue-77-n1-013,type010105,training,hybrid-fixed-h1,20260910,False,16,16,2,5|14,15,68.61403578519821,True,False,True,0.125,0.35,0.6071428571428571,-0.9264705882352942,0.8124943438717155,-0.5699587188353825,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--continuous-fixed-h1--seed20260908--issue-77-n1-013--offset,issue-77-n1-013-a04,issue-77-n1-013,type010105,training,continuous-fixed-h1,20260908,False,11,11,0,,8,78.29596674442291,False,,,,,,-0.9,-0.9,-0.9,True,,offset,-34,72,79.62411694957753,64.72227776444704
decision--continuous-fixed-h1--seed20260909--issue-77-n1-013--offset,issue-77-n1-013-a04,issue-77-n1-013,type010105,training,continuous-fixed-h1,20260909,False,11,11,0,,6,114.82738870382309,True,,,,,,-0.14545454545454548,-0.14545454545454548,-0.14545454545454548,True,,offset,-51,62,80.2807573457052,50.55994726330954
decision--continuous-fixed-h1--seed20260910--issue-77-n1-013--offset,issue-77-n1-013-a04,issue-77-n1-013,type010105,training,continuous-fixed-h1,20260910,False,11,11,0,,6,92.04168850183487,True,,,,,,-0.6545454545454547,-0.6545454545454547,-0.6545454545454547,True,,offset,-51,62,80.2807573457052,50.55994726330954
decision--continuous-fixed-h5--seed20260908--issue-77-n1-013--offset,issue-77-n1-013-a04,issue-77-n1-013,type010105,training,continuous-fixed-h5,20260908,False,11,11,0,,8,62.71623718738556,False,,,,,,-0.9363636363636365,-0.9363636363636365,-0.9363636363636365,True,,offset,-34,72,79.62411694957753,64.72227776444704
decision--continuous-fixed-h5--seed20260909--issue-77-n1-013--offset,issue-77-n1-013-a04,issue-77-n1-013,type010105,training,continuous-fixed-h5,20260909,False,11,11,0,,6,119.87567013502121,True,,,,,,-0.5454545454545455,-0.5454545454545455,-0.5454545454545455,True,,offset,-51,62,80.2807573457052,50.55994726330954
decision--continuous-fixed-h5--seed20260910--issue-77-n1-013--offset,issue-77-n1-013-a04,issue-77-n1-013,type010105,training,continuous-fixed-h5,20260910,False,11,11,0,,6,98.40030711889267,True,,,,,,-0.5454545454545455,-0.5454545454545455,-0.5454545454545455,True,,offset,-51,62,80.2807573457052,50.55994726330954
decision--hybrid-fixed-h1--seed20260908--issue-77-n1-013--offset,issue-77-n1-013-a04,issue-77-n1-013,type010105,training,hybrid-fixed-h1,20260908,False,11,11,0,,10,88.98490160703659,False,,,,,,-1.0,-1.0,-1.0,True,,offset,-16,78,79.62411694957753,78.40782458970894
decision--hybrid-fixed-h1--seed20260909--issue-77-n1-013--offset,issue-77-n1-013-a04,issue-77-n1-013,type010105,training,hybrid-fixed-h1,20260909,False,11,11,0,,10,77.42407482862473,False,,,,,,-1.0,-1.0,-1.0,True,,offset,-16,78,79.62411694957753,78.40782458970894
decision--hybrid-fixed-h1--seed20260910--issue-77-n1-013--offset,issue-77-n1-013-a04,issue-77-n1-013,type010105,training,hybrid-fixed-h1,20260910,False,11,11,0,,6,72.1602743268013,True,,,,,,-0.5454545454545455,-0.5454545454545455,-0.5454545454545455,True,,offset,-51,62,80.2807573457052,50.55994726330954
decision--continuous-fixed-h1--seed20260908--issue-77-n1-014--grid,issue-77-n1-014-a01,issue-77-n1-014,type010105,calibration,continuous-fixed-h1,20260908,False,16,16,1,10,15,48.857784390449524,True,False,False,0.0625,0.1875,0.7333333333333333,-0.75,0.5699587188353825,-0.8124943438717155,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--continuous-fixed-h1--seed20260909--issue-77-n1-014--grid,issue-77-n1-014-a01,issue-77-n1-014,type010105,calibration,continuous-fixed-h1,20260909,False,16,16,1,10,15,75.12983471155167,True,False,False,0.0625,0.1875,0.7333333333333333,-0.9558823529411766,0.8610014688789821,-0.49719803132448265,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--continuous-fixed-h1--seed20260910--issue-77-n1-014--grid,issue-77-n1-014-a01,issue-77-n1-014,type010105,calibration,continuous-fixed-h1,20260910,False,16,16,1,10,15,79.98862487077713,True,False,False,0.0625,0.1875,0.7333333333333333,-0.9264705882352942,0.8124943438717155,-0.5699587188353825,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--continuous-fixed-h5--seed20260908--issue-77-n1-014--grid,issue-77-n1-014-a01,issue-77-n1-014,type010105,calibration,continuous-fixed-h5,20260908,False,16,16,1,10,15,10.484545812010765,True,False,False,0.0625,0.1875,0.7333333333333333,-0.75,0.5699587188353825,-0.8124943438717155,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--continuous-fixed-h5--seed20260909--issue-77-n1-014--grid,issue-77-n1-014-a01,issue-77-n1-014,type010105,calibration,continuous-fixed-h5,20260909,False,16,16,1,10,15,41.20279222726822,True,False,False,0.0625,0.1875,0.7333333333333333,-0.9264705882352942,0.8124943438717155,-0.5699587188353825,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--continuous-fixed-h5--seed20260910--issue-77-n1-014--grid,issue-77-n1-014-a01,issue-77-n1-014,type010105,calibration,continuous-fixed-h5,20260910,False,16,16,1,10,15,55.71980959177017,True,False,False,0.0625,0.1875,0.7333333333333333,-0.9264705882352942,0.8124943438717155,-0.5699587188353825,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--hybrid-fixed-h1--seed20260908--issue-77-n1-014--grid,issue-77-n1-014-a01,issue-77-n1-014,type010105,calibration,hybrid-fixed-h1,20260908,False,16,16,1,10,3,49.92906194925308,False,False,False,0.0625,0.1875,0.6,0.0,-0.24253562503633297,-0.9701425001453319,True,False,grid,-40,80,89.44271909999159,63.43494882292201
decision--hybrid-fixed-h1--seed20260909--issue-77-n1-014--grid,issue-77-n1-014-a01,issue-77-n1-014,type010105,calibration,hybrid-fixed-h1,20260909,False,16,16,1,10,15,58.152951419353485,True,False,False,0.0625,0.1875,0.6666666666666666,-0.4705882352941176,0.24253562503633297,-0.9701425001453319,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--hybrid-fixed-h1--seed20260910--issue-77-n1-014--grid,issue-77-n1-014-a01,issue-77-n1-014,type010105,calibration,hybrid-fixed-h1,20260910,False,16,16,1,10,15,52.98918777704239,True,False,False,0.0625,0.1875,0.7333333333333333,-0.75,0.5699587188353825,-0.8124943438717155,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--continuous-fixed-h1--seed20260908--issue-77-n1-014--offset,issue-77-n1-014-a01,issue-77-n1-014,type010105,calibration,continuous-fixed-h1,20260908,False,11,11,1,2,8,51.8624392747879,False,False,False,0.09090909090909091,0.2727272727272727,0.2,-0.9,-0.9,-0.9,True,False,offset,-34,72,79.62411694957753,64.72227776444704
decision--continuous-fixed-h1--seed20260909--issue-77-n1-014--offset,issue-77-n1-014-a01,issue-77-n1-014,type010105,calibration,continuous-fixed-h1,20260909,False,11,11,1,2,5,79.46673935651779,True,False,False,0.09090909090909091,0.2727272727272727,0.5,0.11818181818181818,0.11818181818181818,0.11818181818181818,True,False,offset,-58,55,79.93122043357026,43.47923033885623
decision--continuous-fixed-h1--seed20260910--issue-77-n1-014--offset,issue-77-n1-014-a01,issue-77-n1-014,type010105,calibration,continuous-fixed-h1,20260910,False,11,11,1,2,6,83.18389338254929,True,False,False,0.09090909090909091,0.2727272727272727,0.3,-0.36363636363636365,-0.36363636363636365,-0.36363636363636365,True,False,offset,-51,62,80.2807573457052,50.55994726330954
decision--continuous-fixed-h5--seed20260908--issue-77-n1-014--offset,issue-77-n1-014-a01,issue-77-n1-014,type010105,calibration,continuous-fixed-h5,20260908,False,11,11,1,2,8,21.34670940041542,False,False,False,0.09090909090909091,0.2727272727272727,0.2,-0.9363636363636365,-0.9363636363636365,-0.9363636363636365,True,False,offset,-34,72,79.62411694957753,64.72227776444704
decision--continuous-fixed-h5--seed20260909--issue-77-n1-014--offset,issue-77-n1-014-a01,issue-77-n1-014,type010105,calibration,continuous-fixed-h5,20260909,False,11,11,1,2,6,55.70815008878708,True,False,False,0.09090909090909091,0.2727272727272727,0.2,-0.5454545454545455,-0.5454545454545455,-0.5454545454545455,True,False,offset,-51,62,80.2807573457052,50.55994726330954
decision--continuous-fixed-h5--seed20260910--issue-77-n1-014--offset,issue-77-n1-014-a01,issue-77-n1-014,type010105,calibration,continuous-fixed-h5,20260910,False,11,11,1,2,6,69.40697294473648,True,False,False,0.09090909090909091,0.2727272727272727,0.2,-0.5454545454545455,-0.5454545454545455,-0.5454545454545455,True,False,offset,-51,62,80.2807573457052,50.55994726330954
decision--hybrid-fixed-h1--seed20260908--issue-77-n1-014--offset,issue-77-n1-014-a01,issue-77-n1-014,type010105,calibration,hybrid-fixed-h1,20260908,False,11,11,1,2,10,49.8789604306221,False,False,False,0.09090909090909091,0.2727272727272727,0.2,-1.0,-1.0,-1.0,True,False,offset,-16,78,79.62411694957753,78.40782458970894
decision--hybrid-fixed-h1--seed20260909--issue-77-n1-014--offset,issue-77-n1-014-a01,issue-77-n1-014,type010105,calibration,hybrid-fixed-h1,20260909,False,11,11,1,2,10,59.713148415088654,False,False,False,0.09090909090909091,0.2727272727272727,0.2,-1.0,-1.0,-1.0,True,False,offset,-16,78,79.62411694957753,78.40782458970894
decision--hybrid-fixed-h1--seed20260910--issue-77-n1-014--offset,issue-77-n1-014-a01,issue-77-n1-014,type010105,calibration,hybrid-fixed-h1,20260910,False,11,11,1,2,9,56.42269939184189,False,False,False,0.09090909090909091,0.2727272727272727,0.2,-0.9454545454545454,-0.9454545454545454,-0.9454545454545454,True,False,offset,-25,76,80.00624975587844,71.79151552941917
decision--continuous-fixed-h1--seed20260908--issue-77-n1-015--grid,issue-77-n1-015-a06,issue-77-n1-015,type010105,training,continuous-fixed-h1,20260908,False,16,16,2,5|14,15,66.22038596868515,True,False,True,0.125,0.35,0.5714285714285714,-0.75,0.5699587188353825,-0.8124943438717155,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--continuous-fixed-h1--seed20260909--issue-77-n1-015--grid,issue-77-n1-015-a06,issue-77-n1-015,type010105,training,continuous-fixed-h1,20260909,False,16,16,2,5|14,15,97.58051788806915,True,False,True,0.125,0.35,0.6071428571428571,-0.9558823529411766,0.8610014688789821,-0.49719803132448265,True,False,grid,-160,80,178.88543819998318,26.56505117707799
