    PID COMMAND
3889753 /home/sukai/.local/share/novphy-unity/hub-3.20.0/root/usr/lib/unityhub/unityhub-bin --type=renderer --enable-crash-reporter=b1462e64-5a53-4a96-8de1-0eddf3d29cda,no_channel --user-data-dir=/home/sukai/.config/unityhub --standard-schemes=localasset --secure-schemes=sentry-ipc --bypasscsp-schemes=localasset,sentry-ipc --cors-schemes=localasset,sentry-ipc --fetch-schemes=localasset,sentry-ipc --app-path=/home/sukai/.local/share/novphy-unity/hub-3.20.0/root/usr/lib/unityhub/resources/app.asar --enable-sandbox --no-sandbox --remote-debugging-port=9333 --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=4 --time-ticks-at-unix-epoch=-1782703038873922 --launch-time-ticks=3209082359683 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,18229985656183898667,8386901722907459581,262144 --enable-features=GlobalShortcutsPortalPreferredTrigger,PdfUseShowSaveFilePicker --disable-features=DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=7,i,533653770651386722,4988710606112520849,4 --trace-process-track-uuid=3190708990060038890 --hub-startup-projects=[] --hub-startup-config={"hubDisableAnalytics":false,"hubDisableAutoUpdate":false,"hubDisableCommunity":false,"hubDisableElevate":false,"hubDisableLearn":false,"hubDisablePersonalLicense":false,"hubDisableSignin":false,"hubDisableVisualStudioDownload":false,"hubDisableWelcomeScreen":false,"analyticsHighlightUI":false,"hubDisableSignInRequired":false,"hubEnableWorkOffline":false} --hub-startup-prefs=undefined --hub-startup-signed-in=true --hub-startup-getsetup={"hasSeenGetSetUp":true,"shouldHideGetSetUp":false,"hubLicenseEulaAcceptedAt":"2026-06-22T00:00:00Z"} --hub-startup-language=en
3889770 /usr/libexec/xdg-desktop-portal-gnome
3889975 /home/sukai/.local/share/novphy-unity/hub-3.20.0/root/usr/lib/unityhub/UnityLicensingClient_V1/Unity.Licensing.Client --namedPipe Unity-LicenseClient-sukai --cloudEnvironment production
4049912 [kworker/8:2-mm_percpu_wq]
4065807 /usr/sbin/cupsd -l
4065810 /usr/sbin/cups-browsed
4082252 [kworker/38:1-events]
4082757 [kworker/39:3]
4095995 node /home/sukai/.codex/plugins/cache/sisyphuslabs/omo/4.19.3/components/lsp-daemon/dist/cli.js mcp
4095996 /home/sukai/.local/share/fnm/node-versions/v24.12.0/installation/bin/node /home/sukai/.codex/plugins/cache/sisyphuslabs/omo/4.19.3/components/codegraph/dist/serve.js
4096027 /home/sukai/.omo/codegraph/node --liftoff-only --disable-warning=ExperimentalWarning /home/sukai/.omo/codegraph/lib/dist/bin/codegraph.js serve --mcp
4102199 node /home/sukai/.codex/plugins/cache/sisyphuslabs/omo/4.19.3/components/lsp-daemon/dist/cli.js mcp
4102201 /home/sukai/.local/share/fnm/node-versions/v24.12.0/installation/bin/node /home/sukai/.codex/plugins/cache/sisyphuslabs/omo/4.19.3/components/codegraph/dist/serve.js
4102248 /home/sukai/.omo/codegraph/node --liftoff-only --disable-warning=ExperimentalWarning /home/sukai/.omo/codegraph/lib/dist/bin/codegraph.js serve --mcp
4105763 [kworker/33:1-xfs-sync/sdc1]
4130787 /home/sukai/.local/share/fnm/node-versions/v24.12.0/installation/bin/node /home/sukai/.codex/plugins/cache/sisyphuslabs/omo/4.19.3/components/codegraph/dist/serve.js
4130794 node /home/sukai/.codex/plugins/cache/sisyphuslabs/omo/4.19.3/components/lsp-daemon/dist/cli.js mcp
4130839 /home/sukai/.omo/codegraph/node --liftoff-only --disable-warning=ExperimentalWarning /home/sukai/.omo/codegraph/lib/dist/bin/codegraph.js serve --mcp
4161287 node /home/sukai/.codex/plugins/cache/sisyphuslabs/omo/4.19.3/components/lsp-daemon/dist/cli.js mcp
4161288 /home/sukai/.local/share/fnm/node-versions/v24.12.0/installation/bin/node /home/sukai/.codex/plugins/cache/sisyphuslabs/omo/4.19.3/components/codegraph/dist/serve.js
4161334 /home/sukai/.omo/codegraph/node --liftoff-only --disable-warning=ExperimentalWarning /home/sukai/.omo/codegraph/lib/dist/bin/codegraph.js serve --mcp
4177410 /home/sukai/.local/share/fnm/node-versions/v24.12.0/installation/bin/node /home/sukai/.codex/plugins/cache/sisyphuslabs/omo/4.19.3/components/codegraph/dist/serve.js
4177417 node /home/sukai/.codex/plugins/cache/sisyphuslabs/omo/4.19.3/components/lsp-daemon/dist/cli.js mcp
4177442 /home/sukai/.omo/codegraph/node --liftoff-only --disable-warning=ExperimentalWarning /home/sukai/.omo/codegraph/lib/dist/bin/codegraph.js serve --mcp

