slot_identity,state_identity,source_member,family,study_role,ordinal,branch_identity,stratum,issue_87_failure,frozen_replay_count_cost,normalized_cost_position,frozen_cost_span_informative,frozen_replay_terminal_kind,frozen_replay_pig_removed,state_best_observed_pig_removed,is_type010105,published_outcome_first_shot_success,published_engine_channel_pig_removed,issue_87_wall_seconds,issue_87_engine_wall_seconds,dispatched_at_utc,dispatch_index,minutes_since_first_dispatch,live_at_dispatch,dispatch_burst_size,peak_cpu_rss_mib,join_complete,join_issue_80_candidate_table,join_issue_77_n1_coverage,join_issue_77_n1_replay,join_issue_73_headroom_registry,join_issue_87_dispatch_marker,join_issue_87_receipt
oracle--issue-77-n1-012-a08--a03,issue-77-n1-012-a08,issue-77-n1-012,type010105,predictor_train,3,issue-77-n1-012-a03,executed,,65.61695170402527,0.6296585857594581,True,native_fail,False,True,True,False,False,207.65946555696428,144.07338291499764,2026-09-22T05:44:11Z,201,177.65,4,1,1074.90625,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-012-a08--a04,issue-77-n1-012-a08,issue-77-n1-012,type010105,predictor_train,4,issue-77-n1-012-a04,executed,,66.67400324344635,0.6892446204484948,True,native_clear,True,True,True,True,True,103.248824252747,55.635560888797045,2026-09-22T05:45:46Z,202,179.23333333333332,3,1,1050.078125,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-012-a08--a05,issue-77-n1-012-a08,issue-77-n1-012,type010105,predictor_train,5,issue-77-n1-012-a05,executed,,63.86727297306061,0.5310291304586994,True,right_censored,False,True,True,False,False,188.20903617423028,124.5216587386094,2026-09-22T05:46:17Z,203,179.75,3,1,1076.71484375,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-012-a08--a06,issue-77-n1-012-a08,issue-77-n1-012,type010105,predictor_train,6,issue-77-n1-012-a06,executed,,65.50029790401459,0.6230828067034518,True,stable_without_clear,False,True,True,False,False,96.10465844813734,47.53106802329421,2026-09-22T05:47:00Z,204,180.46666666666667,4,1,1007.3984375,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-012-a08--a07,issue-77-n1-012-a08,issue-77-n1-012,type010105,predictor_train,7,issue-77-n1-012-a07,executed,,65.50143200159073,0.6231467358261035,True,stable_without_clear,False,True,True,False,False,117.12463100301102,68.98871315317228,2026-09-22T05:47:56Z,205,181.4,3,1,1074.94921875,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-012-a08--a08,issue-77-n1-012-a08,issue-77-n1-012,type010105,predictor_train,8,issue-77-n1-012-a08,executed,,72.18677908182144,1.0,True,stable_without_clear,False,True,True,False,False,113.07883783709258,63.86244085384533,2026-09-22T05:48:44Z,206,182.2,3,1,1117.0546875,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-012-a08--a09,issue-77-n1-012-a08,issue-77-n1-012,type010105,predictor_train,9,issue-77-n1-012-a09,executed,,58.725362062454224,0.241179420713111,True,right_censored,False,True,True,False,False,178.57773614488542,113.25363649614155,2026-09-22T05:49:34Z,207,183.03333333333333,3,1,1438.40234375,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-012-a08--a10,issue-77-n1-012-a08,issue-77-n1-012,type010105,predictor_train,10,issue-77-n1-012-a10,executed,,63.35190001130104,0.5019775373887762,True,right_censored,False,True,True,False,False,190.64513942226768,126.68968325993046,2026-09-22T05:50:19Z,208,183.78333333333333,3,1,1089.234375,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-012-a08--a11,issue-77-n1-012-a08,issue-77-n1-012,type010105,predictor_train,11,issue-77-n1-012-a11,executed,,65.4712056517601,0.62144287535917,True,right_censored,False,True,True,False,False,198.8723825160414,135.02404206618667,2026-09-22T05:50:53Z,209,184.35,3,1,1090.9453125,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-012-a08--a12,issue-77-n1-012-a08,issue-77-n1-012,type010105,predictor_train,12,issue-77-n1-012-a12,executed,,66.3464075922966,0.6707780413788714,True,right_censored,False,True,True,False,False,196.19169226195663,133.49885792471468,2026-09-22T05:51:26Z,210,184.9,4,1,1070.26953125,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-013-a04--a00,issue-77-n1-013-a04,issue-77-n1-013,type010105,predictor_train,0,issue-77-n1-013-a00,executed,,64.10693347454071,0.4092887251651722,True,right_censored,False,False,True,False,False,180.55379369203,115.72981238691136,2026-09-22T05:53:42Z,211,187.16666666666666,3,1,2007.35546875,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-013-a04--a01,issue-77-n1-013-a04,issue-77-n1-013,type010105,predictor_train,1,issue-77-n1-013-a01,executed,,63.75234794616699,0.3859967500163229,True,right_censored,False,False,True,False,False,177.31430244632065,115.83300659805536,2026-09-22T05:54:34Z,212,188.03333333333333,3,1,1686.39453125,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-013-a04--a02,issue-77-n1-013-a04,issue-77-n1-013,type010105,predictor_train,2,issue-77-n1-013-a02,executed,,73.09963023662567,1.0,True,right_censored,False,False,True,False,False,196.10398571100086,133.81577292224392,2026-09-22T05:55:06Z,213,188.56666666666666,3,1,2449.1875,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-013-a04--a03,issue-77-n1-013-a04,issue-77-n1-013,type010105,predictor_train,3,issue-77-n1-013-a03,executed,,65.62369757890701,0.5089217586609212,True,native_fail,False,False,True,False,False,174.6495481962338,116.60986307030544,2026-09-22T05:55:39Z,214,189.11666666666667,4,1,1063.79296875,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-013-a04--a04,issue-77-n1-013-a04,issue-77-n1-013,type010105,predictor_train,4,issue-77-n1-013-a04,executed,,57.876124024391174,0.0,True,right_censored,False,False,True,False,False,182.05239131301641,117.3449243530631,2026-09-22T05:58:07Z,215,191.58333333333334,3,1,1060.5859375,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-013-a04--a05,issue-77-n1-013-a04,issue-77-n1-013,type010105,predictor_train,5,issue-77-n1-013-a05,executed,,72.27574819326401,0.9458809270429736,True,stable_without_clear,False,False,True,False,False,98.85700139496475,50.175210905727,2026-09-22T05:58:42Z,216,192.16666666666666,2,1,1347.03515625,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-013-a04--a06,issue-77-n1-013-a04,issue-77-n1-013,type010105,predictor_train,6,issue-77-n1-013-a06,timeout,TimeoutError: timed out,65.34611147642136,0.4906877133223662,True,right_censored,False,False,True,,,191.21117087081075,,2026-09-22T05:59:15Z,217,192.71666666666667,3,2,955.2109375,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-013-a04--a07,issue-77-n1-013-a04,issue-77-n1-013,type010105,predictor_train,7,issue-77-n1-013-a07,executed,,72.51826900243759,0.9618116072550446,True,stable_without_clear,False,False,True,False,False,120.6360615636222,72.30369728105143,2026-09-22T05:59:16Z,218,192.73333333333332,4,2,1049.38671875,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-013-a04--a08,issue-77-n1-013-a04,issue-77-n1-013,type010105,predictor_train,8,issue-77-n1-013-a08,executed,,72.59724020957947,0.9669990592152513,True,stable_without_clear,False,False,True,False,False,126.49311735900119,72.20182925276458,2026-09-22T06:01:53Z,219,195.35,2,1,1067.9296875,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-013-a04--a09,issue-77-n1-013-a04,issue-77-n1-013,type010105,predictor_train,9,issue-77-n1-013-a09,timeout,TimeoutError: timed out,66.0530138015747,0.537122635428894,True,native_fail,False,False,True,,,191.25879607815295,,2026-09-22T06:02:28Z,220,195.93333333333334,2,2,955.4140625,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-013-a04--a10,issue-77-n1-013-a04,issue-77-n1-013,type010105,predictor_train,10,issue-77-n1-013-a10,executed,,66.54876559972763,0.5696875249649529,True,right_censored,False,False,True,False,False,239.1240193862468,132.8353482116945,2026-09-22T06:02:30Z,221,195.96666666666667,3,2,1088.0,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-013-a04--a11,issue-77-n1-013-a04,issue-77-n1-013,type010105,predictor_train,11,issue-77-n1-013-a11,executed,,70.71751928329468,0.8435241579619424,True,right_censored,False,False,True,False,False,172.067290334031,106.49189437832683,2026-09-22T06:03:26Z,222,196.9,4,1,1740.703125,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-013-a04--a12,issue-77-n1-013-a04,issue-77-n1-013,type010105,predictor_train,12,issue-77-n1-013-a12,executed,,65.69309240579605,0.5134801584094146,True,right_censored,False,False,True,False,False,183.02346920967102,117.28311569895595,2026-09-22T06:05:07Z,223,198.58333333333334,4,1,1073.6328125,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-014-a01--a00,issue-77-n1-014-a01,issue-77-n1-014,type010105,held_out_evaluation,0,issue-77-n1-014-a00,executed,,49.14430743455887,0.22075617283950616,True,right_censored,False,True,True,False,False,183.70775642292574,121.53540266910568,2026-09-22T06:06:31Z,224,199.98333333333332,2,1,1059.0,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-014-a01--a01,issue-77-n1-014-a01,issue-77-n1-014,type010105,held_out_evaluation,1,issue-77-n1-014-a01,timeout,TimeoutError: timed out,49.621405601501465,0.23492018697595274,True,right_censored,False,True,True,,,191.2943520769477,,2026-09-22T06:07:05Z,225,200.55,3,2,952.60546875,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-014-a01--a02,issue-77-n1-014-a01,issue-77-n1-014,type010105,held_out_evaluation,2,issue-77-n1-014-a02,executed,,51.538596123456955,0.2918374328108256,True,right_censored,False,True,True,False,False,154.35978281032294,92.18183493614197,2026-09-22T06:07:06Z,226,200.56666666666666,4,2,1082.515625,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-014-a01--a03,issue-77-n1-014-a01,issue-77-n1-014,type010105,held_out_evaluation,3,issue-77-n1-014-a03,executed,,54.749521702528,0.3871628782731055,True,right_censored,False,True,True,False,False,178.664323173929,117.10034382576123,2026-09-22T06:09:51Z,227,203.31666666666666,2,1,1053.71484375,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-014-a01--a04,issue-77-n1-014-a01,issue-77-n1-014,type010105,held_out_evaluation,4,issue-77-n1-014-a04,timeout,TimeoutError: timed out,75.39221978187561,1.0,True,right_censored,True,True,True,,,191.1963300802745,,2026-09-22T06:10:25Z,228,203.88333333333333,2,2,954.6171875,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-014-a01--a05,issue-77-n1-014-a01,issue-77-n1-014,type010105,held_out_evaluation,5,issue-77-n1-014-a05,executed,,41.70839524269104,0.0,True,right_censored,False,True,True,False,False,191.57344849174842,133.04224878828973,2026-09-22T06:10:27Z,229,203.91666666666666,3,2,1054.9921875,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-014-a01--a06,issue-77-n1-014-a01,issue-77-n1-014,type010105,held_out_evaluation,6,issue-77-n1-014-a06,executed,,48.53874397277832,0.20277830155959575,True,stable_without_clear,False,True,True,False,False,112.88039767323062,65.97800261573866,2026-09-22T06:11:19Z,230,204.78333333333333,4,1,1015.13671875,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-014-a01--a07,issue-77-n1-014-a01,issue-77-n1-014,type010105,held_out_evaluation,7,issue-77-n1-014-a07,executed,,47.83563232421875,0.18190443529949704,True,stable_without_clear,False,True,True,False,False,106.45542229618877,59.60277859913185,2026-09-22T06:13:39Z,231,207.11666666666667,1,1,1678.27734375,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-014-a01--a08,issue-77-n1-014-a01,issue-77-n1-014,type010105,held_out_evaluation,8,issue-77-n1-014-a08,timeout,TimeoutError: timed out,47.83563232421875,0.18190443529949704,True,stable_without_clear,False,True,True,,,191.24084075307474,,2026-09-22T06:14:11Z,232,207.65,2,3,954.015625,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-014-a01--a09,issue-77-n1-014-a01,issue-77-n1-014,type010105,held_out_evaluation,9,issue-77-n1-014-a09,timeout,TimeoutError: timed out,42.391700983047485,0.02028587162249204,True,right_censored,False,True,True,,,191.30618498567492,,2026-09-22T06:14:12Z,233,207.66666666666666,3,3,955.12890625,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-014-a01--a10,issue-77-n1-014-a01,issue-77-n1-014,type010105,held_out_evaluation,10,issue-77-n1-014-a10,executed,,51.695937752723694,0.2965085659561637,True,right_censored,False,True,True,False,False,194.27776684099808,131.78722801990807,2026-09-22T06:14:14Z,234,207.7,4,3,1143.59375,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-014-a01--a11,issue-77-n1-014-a01,issue-77-n1-014,type010105,held_out_evaluation,11,issue-77-n1-014-a11,executed,,52.00554138422012,0.3057000290911253,True,right_censored,False,True,True,False,False,154.08930124808103,90.41096465382725,2026-09-22T06:17:06Z,235,210.56666666666666,4,1,1080.3515625,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-014-a01--a12,issue-77-n1-014-a01,issue-77-n1-014,type010105,held_out_evaluation,12,issue-77-n1-014-a12,timeout,TimeoutError: timed out,46.45901417732239,0.14103561574799584,True,right_censored,False,True,True,,,191.25054793572053,,2026-09-22T06:18:00Z,236,211.46666666666667,2,3,953.49609375,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-014-a10--a00,issue-77-n1-014-a10,issue-77-n1-014,type010105,held_out_evaluation,0,issue-77-n1-014-a00,timeout,TimeoutError: timed out,49.14430743455887,0.22075617283950616,True,right_censored,False,True,True,,,191.29059920087457,,2026-09-22T06:18:02Z,237,211.5,3,3,956.48046875,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-014-a10--a01,issue-77-n1-014-a10,issue-77-n1-014,type010105,held_out_evaluation,1,issue-77-n1-014-a01,executed,,49.621405601501465,0.23492018697595274,True,right_censored,False,True,True,False,False,201.3943626070395,139.9948200508952,2026-09-22T06:18:03Z,238,211.51666666666668,4,3,1051.57421875,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-014-a10--a02,issue-77-n1-014-a10,issue-77-n1-014,type010105,held_out_evaluation,2,issue-77-n1-014-a02,executed,,51.538596123456955,0.2918374328108256,True,right_censored,False,True,True,False,False,172.63949533132836,109.30694285267964,2026-09-22T06:20:52Z,239,214.33333333333334,4,1,1056.4609375,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-014-a10--a03,issue-77-n1-014-a10,issue-77-n1-014,type010105,held_out_evaluation,3,issue-77-n1-014-a03,timeout,TimeoutError: timed out,54.749521702528,0.3871628782731055,True,right_censored,False,True,True,,,191.2350339749828,,2026-09-22T06:21:49Z,240,215.28333333333333,2,3,956.83984375,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-014-a10--a04,issue-77-n1-014-a10,issue-77-n1-014,type010105,held_out_evaluation,4,issue-77-n1-014-a04,timeout,TimeoutError: timed out,75.39221978187561,1.0,True,right_censored,True,True,True,,,191.2991973659955,,2026-09-22T06:21:50Z,241,215.3,3,3,955.19921875,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-014-a10--a05,issue-77-n1-014-a10,issue-77-n1-014,type010105,held_out_evaluation,5,issue-77-n1-014-a05,executed,,41.70839524269104,0.0,True,right_censored,False,True,True,False,False,201.02732096193358,140.8336869040504,2026-09-22T06:21:51Z,242,215.31666666666666,4,3,1269.5703125,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-014-a10--a06,issue-77-n1-014-a10,issue-77-n1-014,type010105,held_out_evaluation,6,issue-77-n1-014-a06,executed,,48.53874397277832,0.20277830155959575,True,stable_without_clear,False,True,True,False,False,79.9965053582564,35.44321519276127,2026-09-22T06:24:52Z,243,218.33333333333334,4,1,1035.0625,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-014-a10--a07,issue-77-n1-014-a10,issue-77-n1-014,type010105,held_out_evaluation,7,issue-77-n1-014-a07,timeout,TimeoutError: timed out,47.83563232421875,0.18190443529949704,True,stable_without_clear,False,True,True,,,191.28891731100157,,2026-09-22T06:25:57Z,244,219.41666666666666,2,3,957.28515625,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-014-a10--a08,issue-77-n1-014-a10,issue-77-n1-014,type010105,held_out_evaluation,8,issue-77-n1-014-a08,timeout,TimeoutError: timed out,47.83563232421875,0.18190443529949704,True,stable_without_clear,False,True,True,,,191.30141672398895,,2026-09-22T06:25:59Z,245,219.45,3,3,952.453125,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-014-a10--a09,issue-77-n1-014-a10,issue-77-n1-014,type010105,held_out_evaluation,9,issue-77-n1-014-a09,executed,,42.391700983047485,0.02028587162249204,True,right_censored,False,True,True,False,False,176.35130271920934,113.42631444428116,2026-09-22T06:26:01Z,246,219.48333333333332,4,3,1053.3203125,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-014-a10--a10,issue-77-n1-014-a10,issue-77-n1-014,type010105,held_out_evaluation,10,issue-77-n1-014-a10,executed,,51.695937752723694,0.2965085659561637,True,right_censored,False,True,True,False,False,170.05764414509758,106.94499854091555,2026-09-22T06:28:03Z,247,221.51666666666668,4,1,1054.3203125,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-014-a10--a11,issue-77-n1-014-a10,issue-77-n1-014,type010105,held_out_evaluation,11,issue-77-n1-014-a11,executed,,52.00554138422012,0.3057000290911253,True,right_censored,False,True,True,False,False,184.139403921552,122.68344404222444,2026-09-22T06:29:22Z,248,222.83333333333334,2,1,1061.05859375,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-014-a10--a12,issue-77-n1-014-a10,issue-77-n1-014,type010105,held_out_evaluation,12,issue-77-n1-014-a12,timeout,TimeoutError: timed out,46.45901417732239,0.14103561574799584,True,right_censored,False,True,True,,,191.27264922996983,,2026-09-22T06:30:00Z,249,223.46666666666667,3,2,953.6953125,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-015-a06--a00,issue-77-n1-015-a06,issue-77-n1-015,type010105,controller_only,0,issue-77-n1-015-a00,executed,,27.494829267263412,0.0,True,right_censored,False,False,True,False,False,184.72926638368517,127.74274031305686,2026-09-22T06:30:02Z,250,223.5,4,2,1692.88671875,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-015-a06--a01,issue-77-n1-015-a06,issue-77-n1-015,type010105,controller_only,1,issue-77-n1-015-a01,executed,,56.32390037178993,0.83282570092033,True,native_fail,False,False,True,False,False,113.77179744327441,65.88242771523073,2026-09-22T06:31:54Z,251,225.36666666666667,4,1,1053.69140625,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-015-a06--a02,issue-77-n1-015-a06,issue-77-n1-015,type010105,controller_only,2,issue-77-n1-015-a02,executed,,59.45897352695465,0.9233929442567487,True,right_censored,False,False,True,False,False,169.97364197904244,110.91497308574617,2026-09-22T06:33:30Z,252,226.96666666666667,2,1,1078.96875,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-015-a06--a03,issue-77-n1-015-a06,issue-77-n1-015,type010105,controller_only,3,issue-77-n1-015-a03,timeout,TimeoutError: timed out,40.75623491406441,0.3831007739701939,True,stable_without_clear,False,False,True,,,191.19649970298633,,2026-09-22T06:34:06Z,253,227.56666666666666,2,2,953.2265625,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-015-a06--a04,issue-77-n1-015-a06,issue-77-n1-015,type010105,controller_only,4,issue-77-n1-015-a04,executed,,56.31189450621605,0.8324788706886007,True,native_fail,False,False,True,False,False,181.54323994880542,124.6899524233304,2026-09-22T06:34:07Z,254,227.58333333333334,3,2,1012.02734375,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-015-a06--a05,issue-77-n1-015-a06,issue-77-n1-015,type010105,controller_only,5,issue-77-n1-015-a05,executed,,56.57405149936676,0.8400521664351164,True,stable_without_clear,False,False,True,False,False,108.34936447581276,63.29548670304939,2026-09-22T06:35:03Z,255,228.51666666666668,4,1,1008.01171875,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-015-a06--a06,issue-77-n1-015-a06,issue-77-n1-015,type010105,controller_only,6,issue-77-n1-015-a06,timeout,TimeoutError: timed out,56.79435929656029,0.8464165059225272,True,stable_without_clear,False,False,True,,,191.22110492317006,,2026-09-22T06:37:22Z,256,230.83333333333334,1,2,951.9765625,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-015-a06--a07,issue-77-n1-015-a06,issue-77-n1-015,type010105,controller_only,7,issue-77-n1-015-a07,executed,,56.58898642659187,0.8404836125677146,True,stable_without_clear,False,False,True,False,False,102.81420984305441,55.90687482012436,2026-09-22T06:37:23Z,257,230.85,2,2,1001.23828125,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-015-a06--a08,issue-77-n1-015-a06,issue-77-n1-015,type010105,controller_only,8,issue-77-n1-015-a08,timeout,TimeoutError: timed out,56.57405149936676,0.8400521664351164,True,stable_without_clear,False,False,True,,,191.26122921332717,,2026-09-22T06:38:23Z,258,231.85,3,2,952.2421875,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-015-a06--a09,issue-77-n1-015-a06,issue-77-n1-015,type010105,controller_only,9,issue-77-n1-015-a09,executed,,36.57241526246071,0.26223692368387613,True,right_censored,False,False,True,False,False,176.7131561031565,119.63312920602039,2026-09-22T06:38:24Z,259,231.86666666666667,4,2,1046.58203125,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-015-a06--a10,issue-77-n1-015-a06,issue-77-n1-015,type010105,controller_only,10,issue-77-n1-015-a10,executed,,62.110801219940186,1.0,True,right_censored,False,False,True,False,False,162.19814748037606,103.32590203220025,2026-09-22T06:40:29Z,260,233.95,4,1,1056.01171875,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-015-a06--a11,issue-77-n1-015-a06,issue-77-n1-015,type010105,controller_only,11,issue-77-n1-015-a11,timeout,TimeoutError: timed out,50.103120654821396,0.6531173360801656,True,right_censored,False,False,True,,,191.2036346932873,,2026-09-22T06:41:48Z,261,235.26666666666668,2,2,954.2421875,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-015-a06--a12,issue-77-n1-015-a06,issue-77-n1-015,type010105,controller_only,12,issue-77-n1-015-a12,executed,,54.3657206594944,0.7762570246175948,True,right_censored,False,False,True,False,False,176.8559968448244,117.74544419674203,2026-09-22T06:41:49Z,262,235.28333333333333,3,2,1015.515625,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-016-a03--a00,issue-77-n1-016-a03,issue-77-n1-016,type010105,held_out_evaluation,0,issue-77-n1-016-a00,executed,,37.200854390859604,0.47166471042313274,True,stable_without_clear,False,True,True,False,False,124.78840600885451,74.57750892965123,2026-09-22T06:42:50Z,263,236.3,4,1,1023.96484375,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-016-a03--a01,issue-77-n1-016-a03,issue-77-n1-016,type010105,held_out_evaluation,1,issue-77-n1-016-a01,executed,,47.72043803334236,1.0,True,right_censored,False,True,True,False,False,183.116224180907,115.47902269102633,2026-09-22T06:44:50Z,264,238.3,3,1,1062.875,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-016-a03--a02,issue-77-n1-016-a03,issue-77-n1-016,type010105,held_out_evaluation,2,issue-77-n1-016-a02,executed,,42.200845152139664,0.7227841136734968,True,native_fail,False,True,True,False,False,148.1263478230685,88.20654204906896,2026-09-22T06:45:24Z,265,238.86666666666667,2,1,1059.14453125,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-016-a03--a03,issue-77-n1-016-a03,issue-77-n1-016,type010105,held_out_evaluation,3,issue-77-n1-016-a03,timeout,TimeoutError: timed out,32.842696487903595,0.25278070360929084,True,native_clear,True,True,True,,,191.25514812394977,,2026-09-22T06:46:00Z,266,239.46666666666667,3,2,954.84375,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-016-a03--a04,issue-77-n1-016-a03,issue-77-n1-016,type010105,held_out_evaluation,4,issue-77-n1-016-a04,executed,,27.809627890586853,0.0,True,right_censored,False,True,True,False,False,205.31261956086382,141.93538325093687,2026-09-22T06:46:02Z,267,239.5,4,2,1064.66796875,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-016-a03--a05,issue-77-n1-016-a03,issue-77-n1-016,type010105,held_out_evaluation,5,issue-77-n1-016-a05,timeout,TimeoutError: timed out,36.94234025478363,0.4586811033161144,True,stable_without_clear,False,True,True,,,191.34546986827627,,2026-09-22T06:49:00Z,268,242.46666666666667,3,2,952.13671875,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
